info{
rowcount:40
colcount:40
camerapos:Translation: X=7249.330 Y=3730.852 Z=253.298 Rotation: P=54.897770 Y=-141.777359 R=-0.000003 Scale X=1.000 Y=1.000 Z=1.000
cameraangle:0,45,0
biome:ice
creator:Baraklava
erosioninitialwaittime:10
levelname:Breathless
camerazoom:800.0
oxygen:4000/4000
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,30,38,38,38,38,38,38,38,38,38,38,38,38,38,38,101,101,101,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,26,101,34,1,1,30,38,38,38,38,38,38,38,38,38,101,101,101,101,101,101,101,101,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,26,101,101,38,38,1,1,38,38,38,38,38,38,38,38,38,34,38,38,38,38,26,101,26,34,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,111,111,101,101,38,38,1,1,30,38,38,38,38,42,38,38,38,30,38,38,38,38,38,42,38,34,101,38,38,38,38,38,38,38,38,38,
38,38,38,38,111,111,111,26,46,38,38,1,1,38,38,38,38,26,38,38,38,26,26,38,38,38,38,38,38,38,101,38,38,38,38,38,38,38,38,38,
38,38,38,38,111,111,111,26,38,38,46,1,1,26,38,38,1,26,26,38,26,1,1,38,38,38,38,38,38,101,101,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,111,111,38,38,38,38,1,1,1,1,1,1,1,1,1,1,1,1,1,38,38,38,38,38,38,101,101,42,38,38,38,38,38,38,38,
