info{
rowcount:40
colcount:40
camerapos:Translation: X=6768.523 Y=6030.747 Z=400.000 Rotation: P=53.140121 Y=-128.382965 R=0.000000 Scale X=1.000 Y=1.000 Z=1.000
cameraangle:0,45,0
biome:lava
creator:
levelname:Erode works
camerazoom:1200.0
erosioninitialwaittime:10
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,34,34,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,101,101,101,101,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,30,30,38,38,38,38,38,38,30,101,101,101,38,38,38,101,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,30,26,26,30,30,101,101,101,30,30,38,38,38,38,38,38,38,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,30,26,101,101,101,101,101,38,38,38,38,38,38,38,38,38,38,38,101,101,106,38,38,106,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,30,26,101,101,101,101,101,106,38,38,38,38,38,38,38,38,38,38,26,101,101,106,106,106,106,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,30,26,101,101,101,101,101,106,106,106,106,38,38,38,38,38,34,26,101,101,101,106,38,38,38,38,38,38,38,38,38,38,38,38,38,
