info{
rowcount:48
colcount:48
camerapos:Translation: X=5628.215 Y=10958.241 Z=442.215 Rotation: P=31.444441 Y=-90.506363 R=0.000000 Scale X=1.000 Y=1.000 Z=1.000
cameraangle:0,45,0
biome:ice
creator:Baraklava
levelname:Split down the middle
camerazoom:1300.0
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,101,26,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,101,101,101,101,101,101,38,101,101,101,38,38,38,38,38,101,101,26,101,38,101,101,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,101,101,38,38,38,101,34,34,38,38,101,101,38,38,38,101,101,38,38,101,101,101,38,38,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,30,101,101,38,38,38,38,26,34,34,26,38,38,101,101,38,38,26,38,38,38,38,101,38,38,38,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,26,38,38,38,38,101,101,101,26,38,38,101,101,38,38,101,38,38,38,38,38,38,38,38,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,101,101,38,38,38,38,38,101,101,38,38,101,101,38,38,101,101,101,38,38,38,101,101,101,101,26,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,101,101,101,38,38,38,38,101,38,38,38,101,101,101,101,101,101,38,38,38,101,38,38,38,26,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,101,101,101,38,38,38,38,38,38,38,38,38,101,101,38,38,38,101,101,38,38,38,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,26,26,38,38,38,38,38,38,38,38,101,101,38,38,38,101,101,38,38,38,101,26,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,101,26,101,101,101,101,38,38,38,38,38,38,38,101,101,38,38,38,38,26,38,38,38,101,101,38,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,101,101,38,38,101,101,101,101,38,38,38,38,38,38,38,26,26,38,38,38,101,38,38,38,38,101,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,30,101,38,38,38,38,26,34,34,38,101,101,38,38,38,38,26,26,38,38,38,101,101,101,38,38,38,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,26,34,34,38,38,26,38,38,38,38,26,26,38,38,26,101,38,101,101,38,38,38,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,26,101,101,101,34,34,38,38,101,101,38,38,38,38,101,38,38,101,38,38,38,101,38,38,38,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,101,26,26,101,101,26,26,101,101,101,38,38,38,38,101,101,38,101,101,38,38,38,101,26,101,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,101,101,34,34,26,38,38,38,38,38,38,38,38,38,38,101,38,38,101,38,38,38,38,101,101,38,38,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,101,101,34,34,34,101,38,38,38,38,38,38,38,30,30,38,30,38,38,101,101,38,38,38,101,38,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,101,101,34,34,34,101,101,30,38,38,38,30,26,101,101,26,30,38,38,101,101,26,101,101,101,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
