info{
rowcount:40
colcount:40
camerapos:Translation: X=2521.503 Y=2244.294 Z=334.419 Rotation: P=49.997162 Y=-153.436035 R=-0.000001 Scale X=1.000 Y=1.000 Z=1.000
cameraangle:0,45,0
biome:lava
creator:Baraklava
camerazoom:1500.0
erosioninitialwaittime:0
erosionscale:0.2
levelname:Don't panic!
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,6,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,1,38,38,34,34,34,1,38,34,34,38,1,1,38,38,1,1,38,34,34,38,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,34,34,34,38,1,1,1,38,34,38,1,38,34,34,38,1,1,38,38,1,1,1,1,34,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,34,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1,1,1,34,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,34,1,1,34,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,101,101,26,101,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,34,1,1,34,38,38,38,38,38,38,38,38,38,
