info{
rowcount:48
colcount:48
camerapos:Translation: X=5131.907 Y=10316.625 Z=238.000 Rotation: P=47.891300 Y=-65.146591 R=-0.000003 Scale X=1.000 Y=1.000 Z=1.000
cameraangle:0,45,0
biome:ice
creator:Baraklava
oxygen:6000/6000
levelname:Frozen Frenzy
camerazoom:1200.0
erosioninitialwaittime:10
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,34,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,101,101,30,30,30,30,30,30,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,111,101,111,38,38,38,38,26,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,111,111,101,111,111,38,38,38,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,111,111,101,101,101,111,38,38,38,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,101,38,38,38,111,111,101,101,101,101,111,111,38,38,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,101,101,101,38,111,111,111,101,101,101,101,111,111,38,38,38,26,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,101,38,38,38,30,101,101,101,38,111,111,111,111,101,101,111,111,111,38,38,38,38,101,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,101,101,101,38,38,101,101,38,38,38,38,111,111,111,111,111,111,111,111,38,38,38,38,26,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,26,101,101,101,101,101,101,38,38,38,38,38,111,111,111,111,111,111,111,38,38,38,38,38,38,30,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,26,101,46,38,101,101,38,38,38,38,38,38,38,111,111,111,111,111,38,38,38,38,38,38,38,38,30,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,26,101,38,38,38,38,38,42,38,38,38,38,38,38,111,111,111,38,38,38,38,38,38,38,38,38,30,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,30,30,38,38,42,38,38,30,38,38,38,38,38,38,101,101,101,38,38,38,42,38,38,38,26,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,34,101,101,101,101,101,101,34,34,34,38,38,38,38,38,38,38,38,38,38,38,30,38,38,26,26,101,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,30,101,101,101,26,101,101,26,26,38,38,38,38,101,38,30,30,30,30,30,30,101,101,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,30,101,34,34,34,34,101,101,101,26,34,38,38,101,101,26,101,101,101,101,101,101,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,30,101,34,38,38,38,38,101,101,101,101,38,38,38,101,26,30,30,30,30,30,30,30,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,30,101,101,38,38,38,38,38,101,38,101,101,38,38,38,101,38,38,38,38,38,38,38,30,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,26,26,26,38,38,38,38,38,42,38,34,101,101,101,101,101,38,38,38,38,38,38,38,30,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,26,101,26,38,38,38,38,38,38,34,34,101,101,101,38,38,38,38,38,38,38,30,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
