info{
rowcount:40
colcount:40
camerapos:Translation: X=2234.343 Y=5126.122 Z=77.000 Rotation: P=39.489807 Y=-1.413300 R=-0.000000 Scale X=1.000 Y=1.000 Z=1.000
cameraangle:0,45,0
biome:lava
erosioninitialwaittime:10
creator:Markel
camerazoom:2100.0
levelname:Lava Laughter
oxygen:6666/6666
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,26,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,26,101,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,30,30,101,101,101,101,101,101,101,38,38,38,38,38,38,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,42,42,101,101,30,30,101,101,101,101,101,101,101,26,26,101,101,101,38,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,101,30,30,101,101,101,101,101,101,38,38,38,101,101,101,26,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,46,46,34,34,101,101,38,38,38,101,101,101,38,38,101,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,34,34,38,42,38,38,101,101,38,38,38,38,38,101,101,26,38,38,38,38,38,38,38,38,38,38,38,38,
