info{
rowcount:32
colcount:32
camerapos:Translation: X=5398.951 Y=6450.436 Z=192.000 Rotation: P=40.324261 Y=-154.312531 R=0.000000 Scale X=1.000 Y=1.000 Z=1.000
cameraangle:0,45,0
biome:rock
creator:Baraklava
erosioninitialwaittime:10
camerazoom:1400.0
levelname:Explosive Action
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,34,34,34,34,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,34,38,38,34,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,34,38,38,42,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,34,34,34,38,38,38,34,34,111,111,111,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,101,101,101,101,38,38,38,38,101,111,111,111,30,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,34,101,101,101,38,38,101,101,34,34,34,101,111,111,111,111,111,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,34,101,38,38,38,38,38,101,101,38,38,101,111,111,111,111,111,42,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,101,34,38,38,34,38,26,26,38,38,38,38,111,111,111,111,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,101,101,34,38,34,101,101,101,101,26,38,38,38,38,26,30,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,101,101,38,38,38,34,101,38,38,101,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,101,101,38,38,38,34,101,34,38,38,101,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,101,38,38,38,38,101,34,38,38,26,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,101,26,38,38,101,101,34,38,26,26,1,1,26,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,26,101,101,101,38,38,38,26,1,1,26,26,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,34,34,34,34,38,38,38,38,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,101,101,34,38,38,38,38,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,26,101,101,38,38,38,38,38,38,38,1,1,1,38,38,38,38,38,38,38,38,38,38,38,38,38,
