info{
rowcount:32
colcount:32
camerapos:Translation: X=3950.143 Y=3346.822 Z=207.821 Rotation: P=58.808090 Y=-41.313560 R=0.000000 Scale X=1.000 Y=1.000 Z=1.000
cameraangle:0,45,0
biome:rock
creator:Baraklava
levelname:The path to Power
camerazoom:705.0
}
tiles{
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,46,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,101,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,26,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,1,1,38,38,38,1,1,34,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,34,1,1,26,26,1,1,1,1,1,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,34,1,1,1,1,1,1,1,14,14,1,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,34,1,1,26,26,1,1,1,1,1,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,1,1,38,38,38,1,1,34,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,34,1,1,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,34,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,34,1,34,46,38,38,38,38,38,38,38,38,26,101,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,34,1,38,38,38,38,38,38,38,38,26,101,101,101,26,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,1,1,1,38,38,38,26,1,1,26,101,26,26,26,38,38,38,38,38,38,38,38,38,38,38,38,38,
38,38,38,38,38,38,1,1,1,38,38,1,1,1,26,38,38,26,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
